Source,Target,Weight
ruanojavier,PiliCancela,0.03501722158438576
ruanojavier,SSumelzo,0.04707233065442021
ruanojavier,cesarluena,0.02640642939150402
ruanojavier,antoniotrevin,0.030998851894374284
ruanojavier,JaumeMoyaM,0.008036739380022962
ruanojavier,TeoGarciaEgea,0.3002296211251435
ruanojavier,AntonioHurtado,0.02870264064293915
ruanojavier,Irene_Montero_,0.02870264064293915
ruanojavier,AnaZurita7,0.06888633754305395
ruanojavier,VeraNoelia,0.014351320321469576
ruanojavier,lidiaguinart,0.022388059701492536
ruanojavier,FernanVello,0.0028702640642939152
ruanojavier,vendrellj,0.020091848450057407
ruanojavier,PericoArrojo,0.012629161882893225
ruanojavier,pilarmarcosd,0.12227324913892078
ruanojavier,ionebelarra,0.016647531572904706
ruanojavier,FranciscoIgea,0.03214695752009185
ruanojavier,Carre1Ascension,0.26521239954075776
ruanojavier,PabloBellido_Az,0.0269804822043628
ruanojavier,odonelorza2011,0.027554535017221583
ruanojavier,mdcospedal,0.05797933409873708
ruanojavier,perejoanpons,0.05912743972445465
ruanojavier,IgnasiCandela,0.022962112514351322
ruanojavier,JuLMilla,0.02870264064293915
ruanojavier,jaimedeolano,0.11710677382319173
ruanojavier,micaela_navarro,0.010907003444316877
ruanojavier,AAlvarezAlvarez,0.04190585533869116
ruanojavier,joanmena,0.00975889781859931
ruanojavier,joanbaldovi,0.017795637198622274
ruanojavier,jsalvadorduch,0.017795637198622274
ruanojavier,pepecanonucia,0.06946039035591274
ruanojavier,antonipostius,0.0028702640642939152
ruanojavier,AvelinoPP,0.08036739380022963
ruanojavier,LuisSalvador,0.016073478760045924
ruanojavier,herick_campos,0.022962112514351322
ruanojavier,ierrejon,0.021814006888633754
ruanojavier,EBataller,0.02123995407577497
ruanojavier,MayoralRafa,0.032721010332950634
ruanojavier,mrhciudadanos,0.027554535017221583
ruanojavier,ma_bustamante84,0.00975889781859931
ruanojavier,MartaGlezVzqz,0.09070034443168772
ruanojavier,emilio_delrio,0.05912743972445465
ruanojavier,MLorenzo2018,0.09414466130884042
ruanojavier,mapaniagua,0.15442020665901263
ruanojavier,BeatrizEscu,0.11308840413318025
ruanojavier,BienveDeArriba,0.18025258323765786
ruanojavier,juanmalpr,0.01894374282433984
ruanojavier,EvaGSempere,0.0057405281285878304
ruanojavier,Pablo_Iglesias_,0.02123995407577497
ruanojavier,diego__clemente,0.04305396096440873
ruanojavier,anamarcelloana,0.010332950631458095
ruanojavier,Hernanzsofia,0.013777267508610792
ruanojavier,estercapella,0.025832376578645237
ruanojavier,miriamnoguerasM,0.01320321469575201
ruanojavier,VirginiaSalmeCs,0.02640642939150402
ruanojavier,mariagv,0.08495981630309989
ruanojavier,emeterina,0.013777267508610792
ruanojavier,pedroacedo,0.21699196326061998
ruanojavier,Guadalupem1960,0.024110218140068886
ruanojavier,SimancasRafael,0.03731343283582089
ruanojavier,juanviperezaras,0.08323765786452354
ruanojavier,_Irene_Rivera,0.01951779563719862
ruanojavier,elenabastidasb,0.09529276693455797
ruanojavier,DolorsMM,0.06486796785304248
ruanojavier,joaquintorrevie,0.1687715269804822
ruanojavier,maherediadiaz,0.015499425947187142
ruanojavier,NachoSAmor,0.05281285878300804
ruanojavier,jruizcarbonell,0.004592422502870264
ruanojavier,NTremino,0.0338691159586682
ruanojavier,JATorresMora,0.03329506314580941
ruanojavier,MarcLamua,0.022388059701492536
ruanojavier,anamadrazo61,0.1182548794489093
ruanojavier,CarmenRCuello,0.013777267508610792
ruanojavier,MercePerea,0.06314580941446613
ruanojavier,capdevilajoan,0.00975889781859931
ruanojavier,J_Sanchez_Serna,0.04822043628013777
ruanojavier,Saludisabel,0.010907003444316877
ruanojavier,AlfonsoCandon,0.0878300803673938
ruanojavier,estherpcamarero,0.02812858783008037
ruanojavier,martamartirio,0.0574052812858783
ruanojavier,sergimiquel,0.030998851894374284
ruanojavier,MiguelGaraulet,0.13662456946039037
ruanojavier,GregorioCmara,0.02870264064293915
ruanojavier,xavieritja,0.004018369690011481
ruanojavier,Jefernandezmoya,0.16475315729047071
ruanojavier,gpalacinguarne,0.01951779563719862
ruanojavier,juanBravoBaena,0.13318025258323765
ruanojavier,felixaltafulla,0.011481056257175661
ruanojavier,MarcialGoBal,0.02066590126291619
ruanojavier,Sonia_Farre,0.002296211251435132
ruanojavier,guillermomeijon,0.021814006888633754
ruanojavier,abalosmeco,0.029850746268656716
ruanojavier,Angeles_isac,0.1354764638346728
ruanojavier,jjalonso10,0.06257175660160735
ruanojavier,bernabepaco,0.30137772675086105
ruanojavier,oskarmatute,0.012629161882893225
ruanojavier,AliciaSCamacho,0.07233065442020666
soniafetesoro,Adrilastra,0.14374721851357367
soniafetesoro,_mundus,0.04895416110369381
soniafetesoro,mrenau,0.07120605251446373
soniafetesoro,sorayapsoe,0.2349799732977303
soniafetesoro,JVMariBoso,0.01913662661326213
soniafetesoro,ruanojavier,0.025367156208277702
soniafetesoro,soniafetesoro,1.0
soniafetesoro,ManoloMonereo,0.009345794392523364
soniafetesoro,frdelatorre,0.047619047619047616
soniafetesoro,luzseijo,0.09924343569203382
soniafetesoro,CesarJRamos,0.18736092567868268
soniafetesoro,sanchezcastejon,0.0026702269692923898
soniafetesoro,lciuro,0.01913662661326213
soniafetesoro,Mjesusserranoj,0.2825990209167779
soniafetesoro,GirautaOficial,0.016911437472185136
soniafetesoro,herrerobono,0.024922118380062305
soniafetesoro,martintoledano,0.03960836671117045
soniafetesoro,isabelrguez,0.13840676457498888
soniafetesoro,vicpiriz1975,0.032487761459724075
soniafetesoro,RitaBosaho,0.04450378282153983
soniafetesoro,casanyeta,0.017801513128615932
soniafetesoro,felipe_sicilia,0.1321762349799733
soniafetesoro,PiliCancela,0.1602136181575434
soniafetesoro,SSumelzo,0.24254561637739208
soniafetesoro,cesarluena,0.1829105473965287
soniafetesoro,antoniotrevin,0.1878059635068981
soniafetesoro,JaumeMoyaM,0.035603026257231864
soniafetesoro,TeoGarciaEgea,0.03960836671117045
soniafetesoro,AntonioHurtado,0.08277703604806408
soniafetesoro,Irene_Montero_,0.08188696039163329
soniafetesoro,AnaZurita7,0.02091677792612372
soniafetesoro,VeraNoelia,0.054294615042278595
soniafetesoro,lidiaguinart,0.1348464619492657
soniafetesoro,FernanVello,0.007120605251446373
soniafetesoro,vendrellj,0.05473965287049399
soniafetesoro,PericoArrojo,0.04227859368046284
soniafetesoro,pilarmarcosd,0.05874499332443257
soniafetesoro,ionebelarra,0.07476635514018691
soniafetesoro,FranciscoIgea,0.030262572318647086
soniafetesoro,Carre1Ascension,0.006675567423230975
soniafetesoro,PabloBellido_Az,0.15131286159323543
soniafetesoro,odonelorza2011,0.16466399643969737
soniafetesoro,mdcospedal,0.019581664441477527
soniafetesoro,perejoanpons,0.16110369381397419
soniafetesoro,IgnasiCandela,0.050734312416555405
soniafetesoro,JuLMilla,0.14997774810858924
soniafetesoro,jaimedeolano,0.035603026257231864
soniafetesoro,micaela_navarro,0.1295060080106809
soniafetesoro,AAlvarezAlvarez,0.15042278593680464
soniafetesoro,joanmena,0.03382287494437027
soniafetesoro,joanbaldovi,0.0520694259012016
soniafetesoro,jsalvadorduch,0.027592345349354695
soniafetesoro,pepecanonucia,0.06542056074766354
soniafetesoro,antonipostius,0.003115264797507788
soniafetesoro,AvelinoPP,0.025367156208277702
soniafetesoro,LuisSalvador,0.017356475300400534
soniafetesoro,herick_campos,0.1570983533600356
soniafetesoro,ierrejon,0.07165109034267912
soniafetesoro,EBataller,0.047619047619047616
soniafetesoro,MayoralRafa,0.09167779261237205
soniafetesoro,mrhciudadanos,0.050734312416555405
soniafetesoro,ma_bustamante84,0.030707610146862484
soniafetesoro,MartaGlezVzqz,0.03871829105473965
soniafetesoro,emilio_delrio,0.01602136181575434
soniafetesoro,MLorenzo2018,0.01290609701824655
soniafetesoro,mapaniagua,0.018691588785046728
soniafetesoro,BeatrizEscu,0.03871829105473965
soniafetesoro,BienveDeArriba,0.027147307521139297
soniafetesoro,juanmalpr,0.06008010680907877
soniafetesoro,EvaGSempere,0.028037383177570093
soniafetesoro,Pablo_Iglesias_,0.0774365821094793
soniafetesoro,diego__clemente,0.06675567423230974
soniafetesoro,anamarcelloana,0.044058744993324434
soniafetesoro,Hernanzsofia,0.10102358700489542
soniafetesoro,estercapella,0.035603026257231864
soniafetesoro,miriamnoguerasM,0.018691588785046728
soniafetesoro,VirginiaSalmeCs,0.03426791277258567
soniafetesoro,mariagv,0.1548731642189586
soniafetesoro,emeterina,0.09034267912772585
soniafetesoro,pedroacedo,0.009790832220738763
soniafetesoro,Guadalupem1960,0.19982198486871383
soniafetesoro,SimancasRafael,0.1584334668446818
soniafetesoro,juanviperezaras,0.04005340453938585
soniafetesoro,_Irene_Rivera,0.014686248331108143
soniafetesoro,elenabastidasb,0.037828215398308856
soniafetesoro,DolorsMM,0.017801513128615932
soniafetesoro,joaquintorrevie,0.03115264797507788
soniafetesoro,maherediadiaz,0.1842456608811749
soniafetesoro,NachoSAmor,0.22429906542056074
soniafetesoro,jruizcarbonell,0.07432131731197152
soniafetesoro,NTremino,0.01824655095683133
soniafetesoro,JATorresMora,0.24922118380062305
soniafetesoro,MarcLamua,0.09790832220738763
soniafetesoro,anamadrazo61,0.025367156208277702
soniafetesoro,CarmenRCuello,0.17356475300400534
soniafetesoro,MercePerea,0.23052959501557632
soniafetesoro,capdevilajoan,0.01335113484646195
soniafetesoro,J_Sanchez_Serna,0.018691588785046728
soniafetesoro,Saludisabel,0.03159768580329328
soniafetesoro,AlfonsoCandon,0.009790832220738763
soniafetesoro,estherpcamarero,0.11659991099243436
soniafetesoro,martamartirio,0.05384957721406319
soniafetesoro,sergimiquel,0.039163328882955054
soniafetesoro,MiguelGaraulet,0.024922118380062305
soniafetesoro,GregorioCmara,0.20338228749443701
soniafetesoro,xavieritja,0.01290609701824655
soniafetesoro,Jefernandezmoya,0.032487761459724075
soniafetesoro,gpalacinguarne,0.12416555407209613
soniafetesoro,juanBravoBaena,0.03426791277258567
soniafetesoro,felixaltafulla,0.032932799287939477
soniafetesoro,MarcialGoBal,0.02358700489541611
soniafetesoro,Sonia_Farre,0.01557632398753894
soniafetesoro,guillermomeijon,0.1348464619492657
soniafetesoro,abalosmeco,0.14730752113929685
soniafetesoro,Angeles_isac,0.03159768580329328
soniafetesoro,jjalonso10,0.004895416110369382
soniafetesoro,bernabepaco,0.009345794392523364
soniafetesoro,oskarmatute,0.0262572318647085
soniafetesoro,AliciaSCamacho,0.02892745883400089
ManoloMonereo,Adrilastra,0.0044
ManoloMonereo,_mundus,0.0058
ManoloMonereo,mrenau,0.0086
ManoloMonereo,sorayapsoe,0.0022
ManoloMonereo,JVMariBoso,0.0012
ManoloMonereo,ruanojavier,0.0004
ManoloMonereo,soniafetesoro,0.0042
ManoloMonereo,ManoloMonereo,1.0
ManoloMonereo,frdelatorre,0.001
ManoloMonereo,luzseijo,0.001
ManoloMonereo,CesarJRamos,0.0022
ManoloMonereo,sanchezcastejon,0.0006
ManoloMonereo,lciuro,0.0008
ManoloMonereo,Mjesusserranoj,0.0012
ManoloMonereo,GirautaOficial,0.0006
ManoloMonereo,herrerobono,0.0016
ManoloMonereo,martintoledano,0.0006
ManoloMonereo,isabelrguez,0.0008
ManoloMonereo,vicpiriz1975,0.0008
ManoloMonereo,RitaBosaho,0.0138
ManoloMonereo,casanyeta,0.0022
ManoloMonereo,felipe_sicilia,0.001
ManoloMonereo,PiliCancela,0.0022
ManoloMonereo,SSumelzo,0.005
ManoloMonereo,cesarluena,0.0012
ManoloMonereo,antoniotrevin,0.0048
ManoloMonereo,JaumeMoyaM,0.0148
ManoloMonereo,TeoGarciaEgea,0.0006
ManoloMonereo,AntonioHurtado,0.001
ManoloMonereo,Irene_Montero_,0.0146
ManoloMonereo,AnaZurita7,0.0012
ManoloMonereo,VeraNoelia,0.0046
ManoloMonereo,lidiaguinart,0.0016
ManoloMonereo,FernanVello,0.0126
ManoloMonereo,vendrellj,0.0088
ManoloMonereo,PericoArrojo,0.0074
ManoloMonereo,pilarmarcosd,0.0018
ManoloMonereo,ionebelarra,0.0118
ManoloMonereo,FranciscoIgea,0.0008
ManoloMonereo,Carre1Ascension,0.0002
ManoloMonereo,PabloBellido_Az,0.0022
ManoloMonereo,odonelorza2011,0.0056
ManoloMonereo,mdcospedal,0.0002
ManoloMonereo,perejoanpons,0.005
ManoloMonereo,IgnasiCandela,0.005
ManoloMonereo,JuLMilla,0.0028
ManoloMonereo,jaimedeolano,0.0008
ManoloMonereo,micaela_navarro,0.0006
ManoloMonereo,AAlvarezAlvarez,0.0064
ManoloMonereo,joanmena,0.0084
ManoloMonereo,joanbaldovi,0.0034
ManoloMonereo,jsalvadorduch,0.004
ManoloMonereo,pepecanonucia,0.0014
ManoloMonereo,antonipostius,0.0002
ManoloMonereo,AvelinoPP,0.0004
ManoloMonereo,LuisSalvador,0.0028
ManoloMonereo,herick_campos,0.0016
ManoloMonereo,ierrejon,0.0122
ManoloMonereo,EBataller,0.0058
ManoloMonereo,MayoralRafa,0.0178
ManoloMonereo,mrhciudadanos,0.0006
ManoloMonereo,ma_bustamante84,0.0044
ManoloMonereo,MartaGlezVzqz,0.0002
ManoloMonereo,emilio_delrio,0.0006
ManoloMonereo,MLorenzo2018,0.0008
ManoloMonereo,mapaniagua,0.001
ManoloMonereo,BeatrizEscu,0.0012
ManoloMonereo,BienveDeArriba,0.0024
ManoloMonereo,juanmalpr,0.0182
ManoloMonereo,EvaGSempere,0.0048
ManoloMonereo,Pablo_Iglesias_,0.0198
ManoloMonereo,diego__clemente,0.0004
ManoloMonereo,anamarcelloana,0.0128
ManoloMonereo,Hernanzsofia,0.001
ManoloMonereo,estercapella,0.0024
ManoloMonereo,miriamnoguerasM,0.0062
ManoloMonereo,VirginiaSalmeCs,0.0006
ManoloMonereo,mariagv,0.004
ManoloMonereo,emeterina,0.001
ManoloMonereo,pedroacedo,0.0004
ManoloMonereo,Guadalupem1960,0.003
ManoloMonereo,SimancasRafael,0.001
ManoloMonereo,juanviperezaras,0.0008
ManoloMonereo,_Irene_Rivera,0.0012
ManoloMonereo,elenabastidasb,0.0006
ManoloMonereo,DolorsMM,0.0006
ManoloMonereo,joaquintorrevie,0.0014
ManoloMonereo,maherediadiaz,0.0006
ManoloMonereo,NachoSAmor,0.0044
ManoloMonereo,jruizcarbonell,0.0046
ManoloMonereo,NTremino,0.0
ManoloMonereo,JATorresMora,0.0026
ManoloMonereo,MarcLamua,0.0014
ManoloMonereo,anamadrazo61,0.0004
ManoloMonereo,CarmenRCuello,0.0006
ManoloMonereo,MercePerea,0.0066
ManoloMonereo,capdevilajoan,0.0024
ManoloMonereo,J_Sanchez_Serna,0.0262
ManoloMonereo,Saludisabel,0.0088
ManoloMonereo,AlfonsoCandon,0.0012
ManoloMonereo,estherpcamarero,0.0004
ManoloMonereo,martamartirio,0.002
ManoloMonereo,sergimiquel,0.002
ManoloMonereo,MiguelGaraulet,0.0002
ManoloMonereo,GregorioCmara,0.0024
ManoloMonereo,xavieritja,0.0022
ManoloMonereo,Jefernandezmoya,0.0006
ManoloMonereo,gpalacinguarne,0.0016
ManoloMonereo,juanBravoBaena,0.0016
ManoloMonereo,felixaltafulla,0.0072
ManoloMonereo,MarcialGoBal,0.0014
ManoloMonereo,Sonia_Farre,0.0092
ManoloMonereo,guillermomeijon,0.0016
ManoloMonereo,abalosmeco,0.004
ManoloMonereo,Angeles_isac,0.0004
ManoloMonereo,jjalonso10,0.0
ManoloMonereo,bernabepaco,0.0002
ManoloMonereo,oskarmatute,0.0056
ManoloMonereo,AliciaSCamacho,0.0004
frdelatorre,Adrilastra,0.0695517774343122
frdelatorre,_mundus,0.05255023183925812
frdelatorre,mrenau,0.07109737248840804
frdelatorre,sorayapsoe,0.09659969088098919
frdelatorre,JVMariBoso,0.05023183925811438
frdelatorre,ruanojavier,0.07573415765069552
frdelatorre,soniafetesoro,0.08268933539412673
frdelatorre,ManoloMonereo,0.0038639876352395673
frdelatorre,frdelatorre,1.0
frdelatorre,luzseijo,0.0285935085007728
frdelatorre,CesarJRamos,0.11282843894899536
frdelatorre,sanchezcastejon,0.0007727975270479134
frdelatorre,lciuro,0.02241112828438949
frdelatorre,Mjesusserranoj,0.05564142194744977
frdelatorre,GirautaOficial,0.20324574961360123
frdelatorre,herrerobono,0.0285935085007728
frdelatorre,martintoledano,0.10200927357032458
frdelatorre,isabelrguez,0.07341576506955177
frdelatorre,vicpiriz1975,0.08732612055641421
frdelatorre,RitaBosaho,0.0285935085007728
frdelatorre,casanyeta,0.014683153013910355
frdelatorre,felipe_sicilia,0.03245749613601236
frdelatorre,PiliCancela,0.07573415765069552
frdelatorre,SSumelzo,0.1437403400309119
frdelatorre,cesarluena,0.080370942812983
frdelatorre,antoniotrevin,0.08809891808346214
frdelatorre,JaumeMoyaM,0.02936630602782071
frdelatorre,TeoGarciaEgea,0.11823802163833076
frdelatorre,AntonioHurtado,0.04482225656877898
frdelatorre,Irene_Montero_,0.08268933539412673
frdelatorre,AnaZurita7,0.03400309119010819
frdelatorre,VeraNoelia,0.05100463678516229
frdelatorre,lidiaguinart,0.061823802163833076
frdelatorre,FernanVello,0.0061823802163833074
frdelatorre,vendrellj,0.07496136012364761
frdelatorre,PericoArrojo,0.03863987635239567
frdelatorre,pilarmarcosd,0.19397217928902627
frdelatorre,ionebelarra,0.062596599690881
frdelatorre,FranciscoIgea,0.14760432766615147
frdelatorre,Carre1Ascension,0.021638330757341576
frdelatorre,PabloBellido_Az,0.061051004636785165
frdelatorre,odonelorza2011,0.11901081916537867
frdelatorre,mdcospedal,0.05023183925811438
frdelatorre,perejoanpons,0.10973724884080371
frdelatorre,IgnasiCandela,0.07418856259659969
frdelatorre,JuLMilla,0.13446676970633695
frdelatorre,jaimedeolano,0.10896445131375579
frdelatorre,micaela_navarro,0.01854714064914992
frdelatorre,AAlvarezAlvarez,0.10973724884080371
frdelatorre,joanmena,0.0347758887171561
frdelatorre,joanbaldovi,0.0517774343122102
frdelatorre,jsalvadorduch,0.03323029366306028
frdelatorre,pepecanonucia,0.20401854714064915
frdelatorre,antonipostius,0.0061823802163833074
frdelatorre,AvelinoPP,0.03941267387944358
frdelatorre,LuisSalvador,0.04095826893353941
frdelatorre,herick_campos,0.04945904173106646
frdelatorre,ierrejon,0.09891808346213292
frdelatorre,EBataller,0.03400309119010819
frdelatorre,MayoralRafa,0.10432766615146831
frdelatorre,mrhciudadanos,0.15146831530139104
frdelatorre,ma_bustamante84,0.011591962905718702
frdelatorre,MartaGlezVzqz,0.05409582689335394
frdelatorre,emilio_delrio,0.05795981452859351
frdelatorre,MLorenzo2018,0.021638330757341576
frdelatorre,mapaniagua,0.04791344667697063
frdelatorre,BeatrizEscu,0.080370942812983
frdelatorre,BienveDeArriba,0.04636785162287481
frdelatorre,juanmalpr,0.06491499227202473
frdelatorre,EvaGSempere,0.017001545595054096
frdelatorre,Pablo_Iglesias_,0.07727975270479134
frdelatorre,diego__clemente,0.14219474497681608
frdelatorre,anamarcelloana,0.02936630602782071
frdelatorre,Hernanzsofia,0.04250386398763524
frdelatorre,estercapella,0.03863987635239567
frdelatorre,miriamnoguerasM,0.023183925811437404
frdelatorre,VirginiaSalmeCs,0.12210200927357033
frdelatorre,mariagv,0.10973724884080371
frdelatorre,emeterina,0.015455950540958269
frdelatorre,pedroacedo,0.019319938176197836
frdelatorre,Guadalupem1960,0.07264296754250386
frdelatorre,SimancasRafael,0.09350850077279753
frdelatorre,juanviperezaras,0.07882534775888717
frdelatorre,_Irene_Rivera,0.07418856259659969
frdelatorre,elenabastidasb,0.07264296754250386
frdelatorre,DolorsMM,0.0401854714064915
frdelatorre,joaquintorrevie,0.09428129829984544
frdelatorre,maherediadiaz,0.05564142194744977
frdelatorre,NachoSAmor,0.15842349304482226
frdelatorre,jruizcarbonell,0.006955177743431221
frdelatorre,NTremino,0.023183925811437404
frdelatorre,JATorresMora,0.10664605873261206
frdelatorre,MarcLamua,0.04868624420401855
frdelatorre,anamadrazo61,0.06723338485316847
frdelatorre,CarmenRCuello,0.0285935085007728
frdelatorre,MercePerea,0.15687789799072643
frdelatorre,capdevilajoan,0.02704791344667697
frdelatorre,J_Sanchez_Serna,0.01854714064914992
frdelatorre,Saludisabel,0.014683153013910355
frdelatorre,AlfonsoCandon,0.015455950540958269
frdelatorre,estherpcamarero,0.061051004636785165
frdelatorre,martamartirio,0.16846986089644514
frdelatorre,sergimiquel,0.08423493044822257
frdelatorre,MiguelGaraulet,0.11669242658423493
frdelatorre,GregorioCmara,0.05795981452859351
frdelatorre,xavieritja,0.012364760432766615
frdelatorre,Jefernandezmoya,0.04791344667697063
frdelatorre,gpalacinguarne,0.061051004636785165
frdelatorre,juanBravoBaena,0.07882534775888717
frdelatorre,felixaltafulla,0.03400309119010819
frdelatorre,MarcialGoBal,0.13137557959814528
frdelatorre,Sonia_Farre,0.021638330757341576
frdelatorre,guillermomeijon,0.05409582689335394
frdelatorre,abalosmeco,0.06723338485316847
frdelatorre,Angeles_isac,0.061823802163833076
frdelatorre,jjalonso10,0.015455950540958269
frdelatorre,bernabepaco,0.02472952086553323
