Source,Target,Weight
jsalvadorduch,MartaGlezVzqz,0.019023462270133164
jsalvadorduch,emilio_delrio,0.006975269499048827
jsalvadorduch,MLorenzo2018,0.0057070386810399495
jsalvadorduch,mapaniagua,0.008243500317057704
jsalvadorduch,BeatrizEscu,0.018389346861128725
jsalvadorduch,BienveDeArriba,0.012682308180088777
jsalvadorduch,juanmalpr,0.07482561826252378
jsalvadorduch,EvaGSempere,0.03170577045022194
jsalvadorduch,Pablo_Iglesias_,0.10589727330374128
jsalvadorduch,diego__clemente,0.025364616360177554
jsalvadorduch,anamarcelloana,0.06404565630944832
jsalvadorduch,Hernanzsofia,0.02663284717818643
jsalvadorduch,estercapella,0.30944831959416613
jsalvadorduch,miriamnoguerasM,0.1128725428027901
jsalvadorduch,VirginiaSalmeCs,0.010145846544071021
jsalvadorduch,mariagv,0.02599873176918199
jsalvadorduch,emeterina,0.008877615726062143
jsalvadorduch,pedroacedo,0.0031705770450221942
jsalvadorduch,Guadalupem1960,0.039949270767279645
jsalvadorduch,SimancasRafael,0.04819277108433735
jsalvadorduch,juanviperezaras,0.022828154724159798
jsalvadorduch,_Irene_Rivera,0.0063411540900443885
jsalvadorduch,elenabastidasb,0.014584654407102092
jsalvadorduch,DolorsMM,0.01585288522511097
jsalvadorduch,joaquintorrevie,0.018389346861128725
jsalvadorduch,maherediadiaz,0.027266962587190868
jsalvadorduch,NachoSAmor,0.06658211794546608
jsalvadorduch,jruizcarbonell,0.018389346861128725
jsalvadorduch,NTremino,0.0050729232720355105
jsalvadorduch,JATorresMora,0.0424857324032974
jsalvadorduch,MarcLamua,0.0767279644895371
jsalvadorduch,anamadrazo61,0.011414077362079899
jsalvadorduch,CarmenRCuello,0.019657577679137603
jsalvadorduch,MercePerea,0.15979708306911858
jsalvadorduch,capdevilajoan,0.2631578947368421
jsalvadorduch,J_Sanchez_Serna,0.03424223208623969
jsalvadorduch,Saludisabel,0.04819277108433735
jsalvadorduch,AlfonsoCandon,0.0063411540900443885
jsalvadorduch,estherpcamarero,0.032974001268230815
jsalvadorduch,martamartirio,0.030437539632213063
jsalvadorduch,sergimiquel,0.1927710843373494
jsalvadorduch,MiguelGaraulet,0.017121116043119847
jsalvadorduch,GregorioCmara,0.032339885859226376
jsalvadorduch,xavieritja,0.22511097019657578
jsalvadorduch,Jefernandezmoya,0.013316423589093214
jsalvadorduch,gpalacinguarne,0.027266962587190868
jsalvadorduch,juanBravoBaena,0.018389346861128725
jsalvadorduch,felixaltafulla,0.1439441978440076
jsalvadorduch,MarcialGoBal,0.010145846544071021
jsalvadorduch,Sonia_Farre,0.09194673430564362
jsalvadorduch,guillermomeijon,0.040583386176284084
jsalvadorduch,abalosmeco,0.033608116677235254
jsalvadorduch,Angeles_isac,0.016487000634115408
jsalvadorduch,jjalonso10,0.0031705770450221942
jsalvadorduch,bernabepaco,0.0050729232720355105
jsalvadorduch,oskarmatute,0.0735573874445149
jsalvadorduch,AliciaSCamacho,0.027266962587190868
pepecanonucia,Adrilastra,0.05353319057815846
pepecanonucia,_mundus,0.0649536045681656
pepecanonucia,mrenau,0.08850820842255532
pepecanonucia,sorayapsoe,0.08065667380442541
pepecanonucia,JVMariBoso,0.05139186295503212
pepecanonucia,ruanojavier,0.08636688079942897
pepecanonucia,soniafetesoro,0.10492505353319058
pepecanonucia,ManoloMonereo,0.004996431120628123
pepecanonucia,frdelatorre,0.18843683083511778
pepecanonucia,luzseijo,0.03568879371877231
pepecanonucia,CesarJRamos,0.11134903640256959
pepecanonucia,sanchezcastejon,0.0007137758743754461
pepecanonucia,lciuro,0.029978586723768737
pepecanonucia,Mjesusserranoj,0.07209136331192005
pepecanonucia,GirautaOficial,0.1684511063526053
pepecanonucia,herrerobono,0.05353319057815846
pepecanonucia,martintoledano,0.1377587437544611
pepecanonucia,isabelrguez,0.08065667380442541
pepecanonucia,vicpiriz1975,0.11563169164882227
pepecanonucia,RitaBosaho,0.055674518201284794
pepecanonucia,casanyeta,0.03568879371877231
pepecanonucia,felipe_sicilia,0.04139900071377588
pepecanonucia,PiliCancela,0.09992862241256245
pepecanonucia,SSumelzo,0.145610278372591
pepecanonucia,cesarluena,0.08422555317630265
pepecanonucia,antoniotrevin,0.08065667380442541
pepecanonucia,JaumeMoyaM,0.03497501784439686
pepecanonucia,TeoGarciaEgea,0.1299072091363312
pepecanonucia,AntonioHurtado,0.05067808708065667
pepecanonucia,Irene_Montero_,0.09778729478943611
pepecanonucia,AnaZurita7,0.05638829407566024
pepecanonucia,VeraNoelia,0.05424696645253391
pepecanonucia,lidiaguinart,0.0728051391862955
pepecanonucia,FernanVello,0.006423982869379015
pepecanonucia,vendrellj,0.06138472519628837
pepecanonucia,PericoArrojo,0.05353319057815846
pepecanonucia,pilarmarcosd,0.15631691648822268
pepecanonucia,ionebelarra,0.07066381156316917
pepecanonucia,FranciscoIgea,0.1270521056388294
pepecanonucia,Carre1Ascension,0.03783012134189864
pepecanonucia,PabloBellido_Az,0.08636688079942897
pepecanonucia,odonelorza2011,0.07423269093504639
pepecanonucia,mdcospedal,0.07637401855817273
pepecanonucia,perejoanpons,0.11420413990007137
pepecanonucia,IgnasiCandela,0.08779443254817987
pepecanonucia,JuLMilla,0.10635260528194147
pepecanonucia,jaimedeolano,0.10492505353319058
pepecanonucia,micaela_navarro,0.030692362598144184
pepecanonucia,AAlvarezAlvarez,0.08850820842255532
pepecanonucia,joanmena,0.03854389721627409
pepecanonucia,joanbaldovi,0.07780157030692363
pepecanonucia,jsalvadorduch,0.04782298358315489
pepecanonucia,pepecanonucia,1.0
pepecanonucia,antonipostius,0.006423982869379015
pepecanonucia,AvelinoPP,0.07209136331192005
pepecanonucia,LuisSalvador,0.07494646680942184
pepecanonucia,herick_campos,0.13561741613133477
pepecanonucia,ierrejon,0.08065667380442541
pepecanonucia,EBataller,0.08493932905067808
pepecanonucia,MayoralRafa,0.10992148465381871
pepecanonucia,mrhciudadanos,0.23197715917202
pepecanonucia,ma_bustamante84,0.03140613847251963
pepecanonucia,MartaGlezVzqz,0.09421841541755889
pepecanonucia,emilio_delrio,0.04425410421127766
pepecanonucia,MLorenzo2018,0.04853675945753034
pepecanonucia,mapaniagua,0.06995003568879372
pepecanonucia,BeatrizEscu,0.11277658815132048
pepecanonucia,BienveDeArriba,0.08279800142755175
pepecanonucia,juanmalpr,0.08422555317630265
pepecanonucia,EvaGSempere,0.02426837972876517
pepecanonucia,Pablo_Iglesias_,0.07494646680942184
pepecanonucia,diego__clemente,0.20342612419700215
pepecanonucia,anamarcelloana,0.046395431834404
pepecanonucia,Hernanzsofia,0.044967880085653104
pepecanonucia,estercapella,0.05067808708065667
pepecanonucia,miriamnoguerasM,0.024982155603140613
pepecanonucia,VirginiaSalmeCs,0.17987152034261242
pepecanonucia,mariagv,0.07851534618129907
pepecanonucia,emeterina,0.024982155603140613
pepecanonucia,pedroacedo,0.02926481084939329
pepecanonucia,Guadalupem1960,0.08779443254817987
pepecanonucia,SimancasRafael,0.10135617416131334
pepecanonucia,juanviperezaras,0.14204139900071378
pepecanonucia,_Irene_Rivera,0.092790863668808
pepecanonucia,elenabastidasb,0.13418986438258387
pepecanonucia,DolorsMM,0.05353319057815846
pepecanonucia,joaquintorrevie,0.1684511063526053
pepecanonucia,maherediadiaz,0.06923625981441828
pepecanonucia,NachoSAmor,0.11705924339757316
pepecanonucia,jruizcarbonell,0.006423982869379015
pepecanonucia,NTremino,0.04853675945753034
pepecanonucia,JATorresMora,0.08208422555317631
pepecanonucia,MarcLamua,0.054960742326909354
pepecanonucia,anamadrazo61,0.08708065667380442
pepecanonucia,CarmenRCuello,0.049964311206281226
pepecanonucia,MercePerea,0.1684511063526053
pepecanonucia,capdevilajoan,0.023554603854389723
pepecanonucia,J_Sanchez_Serna,0.02212705210563883
pepecanonucia,Saludisabel,0.02926481084939329
pepecanonucia,AlfonsoCandon,0.019271948608137045
pepecanonucia,estherpcamarero,0.07851534618129907
pepecanonucia,martamartirio,0.2605281941470378
pepecanonucia,sergimiquel,0.08279800142755175
pepecanonucia,MiguelGaraulet,0.17987152034261242
pepecanonucia,GregorioCmara,0.059957173447537475
pepecanonucia,xavieritja,0.023554603854389723
pepecanonucia,Jefernandezmoya,0.08137044967880086
pepecanonucia,gpalacinguarne,0.052105638829407566
pepecanonucia,juanBravoBaena,0.11563169164882227
pepecanonucia,felixaltafulla,0.03854389721627409
pepecanonucia,MarcialGoBal,0.16773733047822983
pepecanonucia,Sonia_Farre,0.011420413990007138
pepecanonucia,guillermomeijon,0.06423982869379015
pepecanonucia,abalosmeco,0.08065667380442541
pepecanonucia,Angeles_isac,0.09350463954318344
pepecanonucia,jjalonso10,0.034261241970021415
pepecanonucia,bernabepaco,0.037116345467523196
pepecanonucia,oskarmatute,0.02569593147751606
pepecanonucia,AliciaSCamacho,0.07780157030692363
antonipostius,Adrilastra,0.0049800796812749
antonipostius,_mundus,0.044820717131474105
antonipostius,mrenau,0.04780876494023904
antonipostius,sorayapsoe,0.0069721115537848604
antonipostius,JVMariBoso,0.0069721115537848604
antonipostius,ruanojavier,0.0049800796812749
antonipostius,soniafetesoro,0.0069721115537848604
antonipostius,ManoloMonereo,0.00099601593625498
antonipostius,frdelatorre,0.00796812749003984
antonipostius,luzseijo,0.00298804780876494
antonipostius,CesarJRamos,0.010956175298804782
antonipostius,sanchezcastejon,0.00199203187250996
antonipostius,lciuro,0.14342629482071714
antonipostius,Mjesusserranoj,0.010956175298804782
antonipostius,GirautaOficial,0.00298804780876494
antonipostius,herrerobono,0.00398406374501992
antonipostius,martintoledano,0.00597609561752988
antonipostius,isabelrguez,0.00597609561752988
antonipostius,vicpiriz1975,0.008964143426294821
antonipostius,RitaBosaho,0.0049800796812749
antonipostius,casanyeta,0.01593625498007968
antonipostius,felipe_sicilia,0.00398406374501992
antonipostius,PiliCancela,0.008964143426294821
antonipostius,SSumelzo,0.01195219123505976
antonipostius,cesarluena,0.00597609561752988
antonipostius,antoniotrevin,0.008964143426294821
antonipostius,JaumeMoyaM,0.2340637450199203
antonipostius,TeoGarciaEgea,0.00398406374501992
antonipostius,AntonioHurtado,0.008964143426294821
antonipostius,Irene_Montero_,0.014940239043824702
antonipostius,AnaZurita7,0.00199203187250996
antonipostius,VeraNoelia,0.0049800796812749
antonipostius,lidiaguinart,0.0199203187250996
antonipostius,FernanVello,0.00398406374501992
antonipostius,vendrellj,0.09262948207171315
antonipostius,PericoArrojo,0.00398406374501992
antonipostius,pilarmarcosd,0.026892430278884463
antonipostius,ionebelarra,0.010956175298804782
antonipostius,FranciscoIgea,0.0049800796812749
antonipostius,Carre1Ascension,0.00099601593625498
antonipostius,PabloBellido_Az,0.0049800796812749
antonipostius,odonelorza2011,0.012948207171314742
antonipostius,mdcospedal,0.00398406374501992
antonipostius,perejoanpons,0.02888446215139442
antonipostius,IgnasiCandela,0.01195219123505976
antonipostius,JuLMilla,0.01195219123505976
antonipostius,jaimedeolano,0.00199203187250996
antonipostius,micaela_navarro,0.00199203187250996
antonipostius,AAlvarezAlvarez,0.010956175298804782
antonipostius,joanmena,0.06772908366533864
antonipostius,joanbaldovi,0.02888446215139442
antonipostius,jsalvadorduch,0.099601593625498
antonipostius,pepecanonucia,0.008964143426294821
antonipostius,antonipostius,1.0
antonipostius,AvelinoPP,0.00199203187250996
antonipostius,LuisSalvador,0.00199203187250996
antonipostius,herick_campos,0.00796812749003984
antonipostius,ierrejon,0.037848605577689244
antonipostius,EBataller,0.025896414342629483
antonipostius,MayoralRafa,0.026892430278884463
antonipostius,mrhciudadanos,0.00199203187250996
antonipostius,ma_bustamante84,0.00298804780876494
antonipostius,MartaGlezVzqz,0.00398406374501992
antonipostius,emilio_delrio,0.0049800796812749
antonipostius,MLorenzo2018,0.0
antonipostius,mapaniagua,0.00199203187250996
antonipostius,BeatrizEscu,0.00597609561752988
antonipostius,BienveDeArriba,0.00298804780876494
antonipostius,juanmalpr,0.010956175298804782
antonipostius,EvaGSempere,0.00398406374501992
antonipostius,Pablo_Iglesias_,0.022908366533864542
antonipostius,diego__clemente,0.0069721115537848604
antonipostius,anamarcelloana,0.00398406374501992
antonipostius,Hernanzsofia,0.00597609561752988
antonipostius,estercapella,0.15836653386454183
antonipostius,miriamnoguerasM,0.12749003984063745
antonipostius,VirginiaSalmeCs,0.00298804780876494
antonipostius,mariagv,0.0099601593625498
antonipostius,emeterina,0.00199203187250996
antonipostius,pedroacedo,0.00099601593625498
antonipostius,Guadalupem1960,0.008964143426294821
antonipostius,SimancasRafael,0.0049800796812749
antonipostius,juanviperezaras,0.00298804780876494
antonipostius,_Irene_Rivera,0.00099601593625498
antonipostius,elenabastidasb,0.00398406374501992
antonipostius,DolorsMM,0.01195219123505976
antonipostius,joaquintorrevie,0.00597609561752988
antonipostius,maherediadiaz,0.00199203187250996
antonipostius,NachoSAmor,0.01593625498007968
antonipostius,jruizcarbonell,0.0049800796812749
antonipostius,NTremino,0.00199203187250996
antonipostius,JATorresMora,0.0099601593625498
antonipostius,MarcLamua,0.052788844621513946
antonipostius,anamadrazo61,0.0049800796812749
antonipostius,CarmenRCuello,0.00099601593625498
antonipostius,MercePerea,0.09661354581673307
antonipostius,capdevilajoan,0.19123505976095617
antonipostius,J_Sanchez_Serna,0.00398406374501992
antonipostius,Saludisabel,0.00099601593625498
antonipostius,AlfonsoCandon,0.00199203187250996
antonipostius,estherpcamarero,0.00597609561752988
antonipostius,martamartirio,0.00796812749003984
antonipostius,sergimiquel,0.23804780876494025
antonipostius,MiguelGaraulet,0.0049800796812749
antonipostius,GregorioCmara,0.00398406374501992
antonipostius,xavieritja,0.2908366533864542
antonipostius,Jefernandezmoya,0.00298804780876494
antonipostius,gpalacinguarne,0.008964143426294821
antonipostius,juanBravoBaena,0.00398406374501992
antonipostius,felixaltafulla,0.044820717131474105
antonipostius,MarcialGoBal,0.00199203187250996
antonipostius,Sonia_Farre,0.017928286852589643
antonipostius,guillermomeijon,0.00398406374501992
antonipostius,abalosmeco,0.0069721115537848604
antonipostius,Angeles_isac,0.00298804780876494
antonipostius,jjalonso10,0.0
antonipostius,bernabepaco,0.00099601593625498
antonipostius,oskarmatute,0.03286852589641434
antonipostius,AliciaSCamacho,0.02390438247011952
AvelinoPP,Adrilastra,0.0192131747483989
AvelinoPP,_mundus,0.025617566331198535
AvelinoPP,mrenau,0.04391582799634035
AvelinoPP,sorayapsoe,0.03202195791399817
AvelinoPP,JVMariBoso,0.1171088746569076
AvelinoPP,ruanojavier,0.1280878316559927
AvelinoPP,soniafetesoro,0.05215004574565416
AvelinoPP,ManoloMonereo,0.0018298261665141812
AvelinoPP,frdelatorre,0.04666056724611162
AvelinoPP,luzseijo,0.01463860933211345
AvelinoPP,CesarJRamos,0.0677035681610247
AvelinoPP,sanchezcastejon,0.0
AvelinoPP,lciuro,0.012808783165599268
AvelinoPP,Mjesusserranoj,0.04483074107959744
AvelinoPP,GirautaOficial,0.027447392497712716
AvelinoPP,herrerobono,0.18572735590118938
AvelinoPP,martintoledano,0.37602927721866425
AvelinoPP,isabelrguez,0.04025617566331199
AvelinoPP,vicpiriz1975,0.1747483989021043
AvelinoPP,RitaBosaho,0.013723696248856358
AvelinoPP,casanyeta,0.010064043915827997
AvelinoPP,felipe_sicilia,0.020128087831655993
AvelinoPP,PiliCancela,0.043000914913083256
AvelinoPP,SSumelzo,0.07319304666056725
AvelinoPP,cesarluena,0.043000914913083256
AvelinoPP,antoniotrevin,0.03293687099725526
AvelinoPP,JaumeMoyaM,0.01555352241537054
AvelinoPP,TeoGarciaEgea,0.222323879231473
AvelinoPP,AntonioHurtado,0.06495882891125343
AvelinoPP,Irene_Montero_,0.04574565416285453
AvelinoPP,AnaZurita7,0.13998170173833485
AvelinoPP,VeraNoelia,0.022872827081427266
AvelinoPP,lidiaguinart,0.027447392497712716
AvelinoPP,FernanVello,0.0036596523330283625
AvelinoPP,vendrellj,0.021043000914913082
AvelinoPP,PericoArrojo,0.01738334858188472
AvelinoPP,pilarmarcosd,0.19670631290027446
AvelinoPP,ionebelarra,0.03110704483074108
AvelinoPP,FranciscoIgea,0.039341262580054895
AvelinoPP,Carre1Ascension,0.11893870082342177
AvelinoPP,PabloBellido_Az,0.04391582799634035
AvelinoPP,odonelorza2011,0.028362305580969808
AvelinoPP,mdcospedal,0.1473010064043916
AvelinoPP,perejoanpons,0.04025617566331199
AvelinoPP,IgnasiCandela,0.0292772186642269
AvelinoPP,JuLMilla,0.024702653247941447
AvelinoPP,jaimedeolano,0.20494053064958828
AvelinoPP,micaela_navarro,0.028362305580969808
AvelinoPP,AAlvarezAlvarez,0.04574565416285453
AvelinoPP,joanmena,0.008234217749313814
AvelinoPP,joanbaldovi,0.018298261665141813
AvelinoPP,jsalvadorduch,0.021043000914913082
AvelinoPP,pepecanonucia,0.09240622140896615
AvelinoPP,antonipostius,0.0018298261665141812
AvelinoPP,AvelinoPP,1.0
AvelinoPP,LuisSalvador,0.0192131747483989
AvelinoPP,herick_campos,0.0484903934126258
AvelinoPP,ierrejon,0.023787740164684355
AvelinoPP,EBataller,0.018298261665141813
AvelinoPP,MayoralRafa,0.053979871912168347
AvelinoPP,mrhciudadanos,0.043000914913083256
AvelinoPP,ma_bustamante84,0.024702653247941447
AvelinoPP,MartaGlezVzqz,0.16742909423604757
AvelinoPP,emilio_delrio,0.10064043915827996
AvelinoPP,MLorenzo2018,0.1344922232387923
AvelinoPP,mapaniagua,0.22598353156450138
AvelinoPP,BeatrizEscu,0.25343092406221407
AvelinoPP,BienveDeArriba,0.2698993595608417
AvelinoPP,juanmalpr,0.039341262580054895
AvelinoPP,EvaGSempere,0.026532479414455627
AvelinoPP,Pablo_Iglesias_,0.036596523330283626
AvelinoPP,diego__clemente,0.06953339432753888
AvelinoPP,anamarcelloana,0.020128087831655993
AvelinoPP,Hernanzsofia,0.01738334858188472
AvelinoPP,estercapella,0.028362305580969808
AvelinoPP,miriamnoguerasM,0.010064043915827997
AvelinoPP,VirginiaSalmeCs,0.035681610247026534
AvelinoPP,mariagv,0.025617566331198535
AvelinoPP,emeterina,0.04666056724611162
AvelinoPP,pedroacedo,0.22872827081427263
AvelinoPP,Guadalupem1960,0.04391582799634035
AvelinoPP,SimancasRafael,0.05032021957913998
AvelinoPP,juanviperezaras,0.1454711802378774
AvelinoPP,_Irene_Rivera,0.027447392497712716
AvelinoPP,elenabastidasb,0.18572735590118938
AvelinoPP,DolorsMM,0.12168344007319305
AvelinoPP,joaquintorrevie,0.2250686184812443
AvelinoPP,maherediadiaz,0.056724611161939616
AvelinoPP,NachoSAmor,0.06587374199451052
AvelinoPP,jruizcarbonell,0.0009149130832570906
AvelinoPP,NTremino,0.07319304666056725
AvelinoPP,JATorresMora,0.06587374199451052
AvelinoPP,MarcLamua,0.024702653247941447
AvelinoPP,anamadrazo61,0.2607502287282708
AvelinoPP,CarmenRCuello,0.03385178408051235
AvelinoPP,MercePerea,0.07319304666056725
AvelinoPP,capdevilajoan,0.013723696248856358
AvelinoPP,J_Sanchez_Serna,0.0054894784995425435
AvelinoPP,Saludisabel,0.018298261665141813
AvelinoPP,AlfonsoCandon,0.14272644098810613
AvelinoPP,estherpcamarero,0.04025617566331199
AvelinoPP,martamartirio,0.06129917657822507
AvelinoPP,sergimiquel,0.036596523330283626
AvelinoPP,MiguelGaraulet,0.04483074107959744
AvelinoPP,GregorioCmara,0.043000914913083256
AvelinoPP,xavieritja,0.006404391582799634
AvelinoPP,Jefernandezmoya,0.3321134492223239
AvelinoPP,gpalacinguarne,0.021043000914913082
AvelinoPP,juanBravoBaena,0.22964318389752975
AvelinoPP,felixaltafulla,0.012808783165599268
AvelinoPP,MarcialGoBal,0.022872827081427266
AvelinoPP,Sonia_Farre,0.0036596523330283625
AvelinoPP,guillermomeijon,0.03019213174748399
AvelinoPP,abalosmeco,0.03019213174748399
AvelinoPP,Angeles_isac,0.3037511436413541
AvelinoPP,jjalonso10,0.13174748398902103
AvelinoPP,bernabepaco,0.11985361390667887
AvelinoPP,oskarmatute,0.010978956999085087
AvelinoPP,AliciaSCamacho,0.19304666056724612
LuisSalvador,Adrilastra,0.0084
LuisSalvador,_mundus,0.0018
LuisSalvador,mrenau,0.003
LuisSalvador,sorayapsoe,0.0028
LuisSalvador,JVMariBoso,0.0024
LuisSalvador,ruanojavier,0.0056
LuisSalvador,soniafetesoro,0.0078
LuisSalvador,ManoloMonereo,0.0028
LuisSalvador,frdelatorre,0.0106
LuisSalvador,luzseijo,0.0014
LuisSalvador,CesarJRamos,0.0056
LuisSalvador,sanchezcastejon,0.0014
LuisSalvador,lciuro,0.0012
LuisSalvador,Mjesusserranoj,0.0036
LuisSalvador,GirautaOficial,0.0212
LuisSalvador,herrerobono,0.0328
LuisSalvador,martintoledano,0.0122
LuisSalvador,isabelrguez,0.004
LuisSalvador,vicpiriz1975,0.005
LuisSalvador,RitaBosaho,0.0022
LuisSalvador,casanyeta,0.0012
LuisSalvador,felipe_sicilia,0.0012
LuisSalvador,PiliCancela,0.0054
LuisSalvador,SSumelzo,0.0112
LuisSalvador,cesarluena,0.0056
LuisSalvador,antoniotrevin,0.0092
LuisSalvador,JaumeMoyaM,0.0028
LuisSalvador,TeoGarciaEgea,0.0094
LuisSalvador,AntonioHurtado,0.0018
LuisSalvador,Irene_Montero_,0.0028
LuisSalvador,AnaZurita7,0.0024
LuisSalvador,VeraNoelia,0.0022
LuisSalvador,lidiaguinart,0.0026
LuisSalvador,FernanVello,0.0012
LuisSalvador,vendrellj,0.002
LuisSalvador,PericoArrojo,0.0016
LuisSalvador,pilarmarcosd,0.0084
LuisSalvador,ionebelarra,0.0042
LuisSalvador,FranciscoIgea,0.0106
LuisSalvador,Carre1Ascension,0.0026
LuisSalvador,PabloBellido_Az,0.0028
LuisSalvador,odonelorza2011,0.0044
LuisSalvador,mdcospedal,0.0042
LuisSalvador,perejoanpons,0.0062
LuisSalvador,IgnasiCandela,0.0022
LuisSalvador,JuLMilla,0.0036
LuisSalvador,jaimedeolano,0.0046
LuisSalvador,micaela_navarro,0.0008
LuisSalvador,AAlvarezAlvarez,0.0086
LuisSalvador,joanmena,0.002
LuisSalvador,joanbaldovi,0.0018
LuisSalvador,jsalvadorduch,0.0014
LuisSalvador,pepecanonucia,0.021
LuisSalvador,antonipostius,0.0004
LuisSalvador,AvelinoPP,0.0042
LuisSalvador,LuisSalvador,1.0
LuisSalvador,herick_campos,0.0028
LuisSalvador,ierrejon,0.0026
LuisSalvador,EBataller,0.002
LuisSalvador,MayoralRafa,0.0046
LuisSalvador,mrhciudadanos,0.0194
LuisSalvador,ma_bustamante84,0.001
LuisSalvador,MartaGlezVzqz,0.004
LuisSalvador,emilio_delrio,0.0024
LuisSalvador,MLorenzo2018,0.0042
LuisSalvador,mapaniagua,0.0132
LuisSalvador,BeatrizEscu,0.0072
LuisSalvador,BienveDeArriba,0.0164
LuisSalvador,juanmalpr,0.0028
LuisSalvador,EvaGSempere,0.0006
LuisSalvador,Pablo_Iglesias_,0.0026
LuisSalvador,diego__clemente,0.013
LuisSalvador,anamarcelloana,0.001
LuisSalvador,Hernanzsofia,0.0018
LuisSalvador,estercapella,0.004
LuisSalvador,miriamnoguerasM,0.0044
LuisSalvador,VirginiaSalmeCs,0.027
LuisSalvador,mariagv,0.0088
LuisSalvador,emeterina,0.002
LuisSalvador,pedroacedo,0.0096
LuisSalvador,Guadalupem1960,0.0032
LuisSalvador,SimancasRafael,0.0042
LuisSalvador,juanviperezaras,0.0052
LuisSalvador,_Irene_Rivera,0.0284
LuisSalvador,elenabastidasb,0.0068
LuisSalvador,DolorsMM,0.0042
LuisSalvador,joaquintorrevie,0.0084
LuisSalvador,maherediadiaz,0.0038
LuisSalvador,NachoSAmor,0.0056
LuisSalvador,jruizcarbonell,0.0116
LuisSalvador,NTremino,0.0018
LuisSalvador,JATorresMora,0.0054
LuisSalvador,MarcLamua,0.0024
LuisSalvador,anamadrazo61,0.0056
LuisSalvador,CarmenRCuello,0.0036
LuisSalvador,MercePerea,0.0086
LuisSalvador,capdevilajoan,0.002
LuisSalvador,J_Sanchez_Serna,0.0024
LuisSalvador,Saludisabel,0.0028
LuisSalvador,AlfonsoCandon,0.0048
LuisSalvador,estherpcamarero,0.0032
LuisSalvador,martamartirio,0.012
LuisSalvador,sergimiquel,0.0038
LuisSalvador,MiguelGaraulet,0.0166
LuisSalvador,GregorioCmara,0.0054
LuisSalvador,xavieritja,0.001
LuisSalvador,Jefernandezmoya,0.0128
LuisSalvador,gpalacinguarne,0.0024
LuisSalvador,juanBravoBaena,0.0086
LuisSalvador,felixaltafulla,0.0026
LuisSalvador,MarcialGoBal,0.0252
LuisSalvador,Sonia_Farre,0.0006
LuisSalvador,guillermomeijon,0.0024
LuisSalvador,abalosmeco,0.0062
LuisSalvador,Angeles_isac,0.009
LuisSalvador,jjalonso10,0.0014
LuisSalvador,bernabepaco,0.0036
LuisSalvador,oskarmatute,0.001
LuisSalvador,AliciaSCamacho,0.0038
herick_campos,Adrilastra,0.12330037082818295
herick_campos,_mundus,0.01946847960444994
herick_campos,mrenau,0.032138442521631644
herick_campos,sorayapsoe,0.15203955500618047
herick_campos,JVMariBoso,0.011433868974042027
herick_campos,ruanojavier,0.012360939431396786
herick_campos,soniafetesoro,0.10908529048207664
herick_campos,ManoloMonereo,0.002472187886279357
herick_campos,frdelatorre,0.019777503090234856
herick_campos,luzseijo,0.0815822002472188
herick_campos,CesarJRamos,0.16934487021013597
herick_campos,sanchezcastejon,0.00030902348578491963
herick_campos,lciuro,0.014215080346106305
herick_campos,Mjesusserranoj,0.18355995055624227
herick_campos,GirautaOficial,0.007416563658838072
herick_campos,herrerobono,0.007416563658838072
herick_campos,martintoledano,0.03337453646477132
herick_campos,isabelrguez,0.1211372064276885
herick_campos,vicpiriz1975,0.021940667490729295
herick_campos,RitaBosaho,0.021013597033374538
herick_campos,casanyeta,0.023485784919653894
herick_campos,felipe_sicilia,0.1069221260815822
herick_campos,PiliCancela,0.11557478368355995
herick_campos,SSumelzo,0.19221260815822003
herick_campos,cesarluena,0.22744128553770088
herick_campos,antoniotrevin,0.17243510506798518
herick_campos,JaumeMoyaM,0.014215080346106305
herick_campos,TeoGarciaEgea,0.022867737948084055
herick_campos,AntonioHurtado,0.06427688504326329
herick_campos,Irene_Montero_,0.031829419035846726
herick_campos,AnaZurita7,0.013288009888751545
herick_campos,VeraNoelia,0.01946847960444994
herick_campos,lidiaguinart,0.08529048207663782
herick_campos,FernanVello,0.002472187886279357
herick_campos,vendrellj,0.030284301606922127
herick_campos,PericoArrojo,0.018541409147095178
herick_campos,pilarmarcosd,0.033065512978986404
herick_campos,ionebelarra,0.023176761433868973
herick_campos,FranciscoIgea,0.009579728059332509
herick_campos,Carre1Ascension,0.006180469715698393
herick_campos,PabloBellido_Az,0.14245982694684797
herick_campos,odonelorza2011,0.1789245982694685
herick_campos,mdcospedal,0.016069221260815822
herick_campos,perejoanpons,0.11063040791100123
herick_campos,IgnasiCandela,0.04171817058096415
herick_campos,JuLMilla,0.1980840543881335
herick_campos,jaimedeolano,0.019159456118665017
herick_campos,micaela_navarro,0.09610630407911001
herick_campos,AAlvarezAlvarez,0.10228677379480841
herick_campos,joanmena,0.01823238566131026
herick_campos,joanbaldovi,0.050370828182941904
herick_campos,jsalvadorduch,0.016996291718170582
herick_campos,pepecanonucia,0.05871446229913473
herick_campos,antonipostius,0.002472187886279357
herick_campos,AvelinoPP,0.016378244746600743
herick_campos,LuisSalvador,0.004326328800988875
herick_campos,herick_campos,1.0
herick_campos,ierrejon,0.02812113720642769
herick_campos,EBataller,0.0630407911001236
herick_campos,MayoralRafa,0.03553770086526576
herick_campos,mrhciudadanos,0.022867737948084055
